model_id,org_id,model_type,params_B,metadata_row_present
BFauber/lora_llama2-13b_10e5_r8_a64,BFauber,Fine-tuned,13.0,True
BFauber/lora_llama2-13b_10e6,BFauber,Fine-tuned,13.0,True
BFauber/lora_llama2-7b_10e4,BFauber,Fine-tuned,7.0,True
BFauber/lora_llama2-7b_10e5,BFauber,Fine-tuned,7.0,True
BFauber/lora_llama2-7b_10e6,BFauber,Fine-tuned,7.0,True
BFauber/lora_opt1.3b_10e5,BFauber,Fine-tuned,1.0,True
BFauber/lora_opt125m_10e5,BFauber,Fine-tuned,,True
BFauber/lora_opt13b_10e5,BFauber,Fine-tuned,13.0,True
BFauber/lora_opt6.7b_10e5,BFauber,Fine-tuned,6.0,True
BFauber/opt1.3b_10e4,BFauber,Fine-tuned,1.0,True
BFauber/opt1.3b_10e5,BFauber,Fine-tuned,1.0,True
BFauber/opt1.3b_10e6,BFauber,Fine-tuned,1.0,True
BFauber/opt125m_10e2,BFauber,Fine-tuned,,True
BFauber/opt125m_10e3,BFauber,Fine-tuned,,True
BFauber/opt125m_10e4,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_10ep,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_1ep,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_20ep,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_30ep,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_40ep,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_50ep,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_lr2e-3,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_lr2e-4,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_lr2e-5,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_lr2e-6,BFauber,Fine-tuned,,True
BFauber/opt125m_10e5_lr2e-7,BFauber,Fine-tuned,,True
BFauber/opt125m_10e6_run1,BFauber,Fine-tuned,,True
BFauber/opt350m_10e5,BFauber,Fine-tuned,,True
BFauber/opt350m_10e6,BFauber,Fine-tuned,,True
BFauber/santa1.1b_10e6,BFauber,Fine-tuned,1.0,True
BTAgent/BTAgent-v0.1,BTAgent,Fine-tuned,7.0,True
Ba2han/BruinsV2-OpHermesNeu-11B,Ba2han,Fine-tuned,10.0,True
Ba2han/Cucumber-7b-10k,Ba2han,Fine-tuned,7.0,True
Ba2han/HermesStar-OrcaWind-Synth-11B,Ba2han,Chat/post-trained,10.0,True
Ba2han/Llama-Phi-3_DoRA,Ba2han,Fine-tuned,3.0,True
Ba2han/Phi-3-Medium-Llamaish,Ba2han,Chat/post-trained,13.0,True
Ba2han/TinyOpenHermes-1.1B-4k,Ba2han,Chat/post-trained,1.0,True
Ba2han/Tinypus-1.5B,Ba2han,Fine-tuned,1.0,True
Badgids/Gonzo-Chat-7B,Badgids,Chat/post-trained,7.0,True
Badgids/Gonzo-Code-7B,Badgids,Fine-tuned,7.0,True
BarraHome/LLaMaRada-3-orpo-v2-8b,BarraHome,Chat/post-trained,8.0,True
BarraHome/LLaMarada-7B-v0.1-16bit,BarraHome,Fine-tuned,6.0,True
BarraHome/Lucie-7B-v0.2-16bit,BarraHome,Chat/post-trained,7.0,True
BarraHome/Lucie-7b,BarraHome,Fine-tuned,7.0,True
BarraHome/Lucie-7b-3e-5,BarraHome,Fine-tuned,7.0,True
BarraHome/Mistroll-7B-v0.1-16bit,BarraHome,Fine-tuned,7.0,True
BarraHome/Mistroll-7B-v0.2-16bit,BarraHome,Fine-tuned,7.0,True
BarraHome/Mistroll-7B-v0.3-16bit,BarraHome,Fine-tuned,7.0,True
BarraHome/Mistroll-7B-v2.2,BarraHome,Chat/post-trained,7.0,True
BarraHome/Mistroll-7B-v2.3-NoTsOsm4rt-16bit,BarraHome,Chat/post-trained,7.0,True
BarraHome/PequeLLaMa-1B-Instruct-v0.1-16bit,BarraHome,Fine-tuned,1.0,True
BarraHome/Wistral-7B-Instruct-v0.3,BarraHome,Fine-tuned,7.0,True
BarraHome/Wistral-7B-Instruct-v0.4,BarraHome,Fine-tuned,7.0,True
BarraHome/llama-3-orpo-v1-merged_16bit,BarraHome,Chat/post-trained,8.0,True
BarraHome/rezephyr-dpo,BarraHome,Fine-tuned,7.0,True
BarraHome/zephyr-dpo-v2,BarraHome,Fine-tuned,7.0,True
BarryFutureman/ChatMarc-YesAnotherMerge-7B,BarryFutureman,Merged,7.0,True
BarryFutureman/NeuralLake-Variant1-7B,BarryFutureman,Merged,7.0,True
BarryFutureman/NeuralTurdusVariant1-7B,BarryFutureman,Merged,7.0,True
BarryFutureman/WestLakeX-7B-EvoMerge,BarryFutureman,Fine-tuned,7.0,True
BarryFutureman/WestLakeX-7B-EvoMerge-Variant2,BarryFutureman,Fine-tuned,7.0,True
BarryFutureman/WildMarcoroni-Variant1-7B,BarryFutureman,Merged,7.0,True
BarryFutureman/WildMarcoroni-Variant3-7B,BarryFutureman,Merged,7.0,True
BarryFutureman/WildWest-Variant3-7B,BarryFutureman,Merged,7.0,True
BelalTab/finetuned-llama2-2048-v3.0,BelalTab,Fine-tuned,6.0,True
BioMistral/BioMistral-7B,BioMistral,Fine-tuned,7.0,True
BioMistral/BioMistral-7B-DARE,BioMistral,Merged,7.0,True
BioMistral/BioMistral-7B-TIES,BioMistral,Merged,7.0,True
Biomimicry-AI/ANIMA-Nectar-v2,Biomimicry-AI,Fine-tuned,7.0,True
BlouseJury/Mistral-7B-Discord-0.1-DPO,BlouseJury,Fine-tuned,7.0,True
BlouseJury/Mistral-7B-Discord-0.2,BlouseJury,Fine-tuned,7.0,True
BlueNipples/SnowLotus-v2-10.7B,BlueNipples,Fine-tuned,10.0,True
BlueNipples/TimeCrystal-l2-13B,BlueNipples,Fine-tuned,13.0,True
BramVanroy/GEITje-7B-ultra,BramVanroy,Chat/post-trained,7.0,True
BramVanroy/Llama-2-13b-chat-dutch,BramVanroy,Chat/post-trained,13.0,True
BramVanroy/fietje-2b,BramVanroy,Fine-tuned,2.0,True
BramVanroy/fietje-2b-chat,BramVanroy,Fine-tuned,2.0,True
BramVanroy/fietje-2b-instruct,BramVanroy,Fine-tuned,2.0,True
BramVanroy/llama2-13b-ft-mc4_nl_cleaned_tiny,BramVanroy,Fine-tuned,13.0,True
BreadAi/DiscordPy,BreadAi,Fine-tuned,,True
BreadAi/MuseCan,BreadAi,Fine-tuned,,True
BreadAi/MusePy-1-2,BreadAi,Fine-tuned,,True
BreadAi/PM_modelV2,BreadAi,Fine-tuned,,True
BreadAi/StoryPy,BreadAi,Fine-tuned,,True
BreadAi/gpt-YA-1-1_160M,BreadAi,Fine-tuned,,True
BreadAi/gpt-YA-1-1_70M,BreadAi,Fine-tuned,,True
Brillibits/Instruct_Llama3_8B,Brillibits,Fine-tuned,8.0,True
Brillibits/Instruct_Llama70B_Dolly15k,Brillibits,Fine-tuned,70.0,True
Brillibits/Instruct_Mixtral-8x7B-v0.1_Dolly15K,Brillibits,Fine-tuned,46.0,True
Brouz/Slerpeno,Brouz,Fine-tuned,13.0,True
BryanSwk/LaserPipe-7B-SLERP,BryanSwk,Merged,7.0,True
BuckeyBarnes/TriFusionNexus-7b,BuckeyBarnes,Merged,7.0,True
CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r16,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r4,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE2_TEST_2.2w,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down-test1,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_addto15k_4.5w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE4_compare15k_4.5w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r16-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-Fintune_1_17w-gate_up_down_proj,CHIH-HUNG,Unknown,,False
CHIH-HUNG/llama-2-13b-Open-Platypus_2.5w,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-OpenOrca_5w,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-Open_Platypus_and_ccp_2.6w,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-Open_Platypus_and_ccp_2.6w-3_epoch,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-alpaca-test,CHIH-HUNG,Unknown,,False
CHIH-HUNG/llama-2-13b-dolphin_20w,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-dolphin_5w,CHIH-HUNG,Fine-tuned,13.0,True
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w,CHIH-HUNG,Fine-tuned,12.0,True
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj,CHIH-HUNG,Fine-tuned,12.0,True
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-q_k_v_o_proj,CHIH-HUNG,Fine-tuned,12.0,True
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w,CHIH-HUNG,Fine-tuned,12.0,True
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj,CHIH-HUNG,Fine-tuned,12.0,True
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj,CHIH-HUNG,Fine-tuned,12.0,True
CHIH-HUNG/llama-2-13b-open_orca_20w,CHIH-HUNG,Unknown,,False
CHIH-HUNG/llama-2-7b-dolphin_10w-test,CHIH-HUNG,Unknown,,False
CalderaAI/13B-BlueMethod,CalderaAI,Fine-tuned,13.0,True
CalderaAI/13B-Legerdemain-L2,CalderaAI,Fine-tuned,13.0,True
CalderaAI/13B-Ouroboros,CalderaAI,Fine-tuned,13.0,True
CalderaAI/13B-Thorns-l2,CalderaAI,Chat/post-trained,13.0,True
CalderaAI/30B-Epsilon,CalderaAI,Unknown,30.0,True
CalderaAI/30B-Lazarus,CalderaAI,Fine-tuned,30.0,True
CallComply/SOLAR-10.7B-Instruct-v1.0-128k,CallComply,Fine-tuned,10.0,True
CallComply/Starling-LM-11B-alpha,CallComply,Fine-tuned,10.0,True
CallComply/openchat-3.5-0106-11b,CallComply,Fine-tuned,10.0,True
CallComply/openchat-3.5-0106-128k,CallComply,Fine-tuned,7.0,True
CallComply/openchat-3.5-0106-32k,CallComply,Fine-tuned,7.0,True
CallComply/zephyr-7b-beta-128k,CallComply,Fine-tuned,7.0,True
Cartinoe5930/DARE-Merging,Cartinoe5930,Merged,7.0,True
Cartinoe5930/Llama2_init_Mistral,Cartinoe5930,Merged,7.0,True
Cartinoe5930/MoE-Merging,Cartinoe5930,Merged,24.0,True
Cartinoe5930/SOLAR-DUS-implement,Cartinoe5930,Pretrained,10.0,True
Cartinoe5930/TIES-Merging,Cartinoe5930,Merged,7.0,True
Cartinoe5930/iDUS,Cartinoe5930,Pretrained,10.0,True
Cartinoe5930/iDUS-8layers,Cartinoe5930,Pretrained,10.0,True
CausalLM/34b-beta,CausalLM,Fine-tuned,34.0,True
CausalLM/35b-beta,CausalLM,Fine-tuned,34.0,True
CausalLM/35b-beta-long,CausalLM,Fine-tuned,34.0,True
CausalLM/35b-beta2ep,CausalLM,Fine-tuned,34.0,True
CausalLM/72B-preview,CausalLM,Fine-tuned,72.0,True
CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,CausalLM,Fine-tuned,72.0,True
CausalLM/72B-preview-llamafied-qwen-llamafy,CausalLM,Fine-tuned,72.0,True
CausalLM/7B,CausalLM,Fine-tuned,7.0,True
CausalLM/7B-DPO-alpha,CausalLM,Fine-tuned,7.0,True
Cedaros/BetaMonarch-10.7B,Cedaros,Fine-tuned,10.0,True
Cedaros/Test-7B,Cedaros,Fine-tuned,7.0,True
Cesco2004/TW3CESCO.V1,Cesco2004,Merged,7.0,True
Cesco2004/TW3CESCO.V2,Cesco2004,Merged,7.0,True
Cesco2004/TW3CESCO.V3,Cesco2004,Merged,7.0,True
Cesco2004/TW3CESCO.V4,Cesco2004,Merged,7.0,True
Changgil/K2S3-Llama2-13b-v1.0,Changgil,Fine-tuned,13.0,True
Changgil/K2S3-Mistral-7b-v1.0,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.1,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.2,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.3,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.4,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.42,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.43,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.46,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.47,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.48,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7b-v1.50,Changgil,Fine-tuned,7.0,True
Changgil/K2S3-Mistral-7bx2-48layers_v1.2,Changgil,Fine-tuned,10.0,True
Changgil/K2S3-SOLAR-11b-v1.0,Changgil,Fine-tuned,10.0,True
Changgil/K2S3-SOLAR-11b-v2.0,Changgil,Fine-tuned,10.0,True
Changgil/K2S3-SOLAR-11b-v3.0,Changgil,Fine-tuned,10.0,True
Changgil/K2S3-SOLAR-11b-v4.0,Changgil,Fine-tuned,10.0,True
Changgil/K2S3-v0.1,Changgil,Fine-tuned,14.0,True
Changgil/k2s3_test_24001,Changgil,Fine-tuned,13.0,True
ChaoticNeutrals/Bepis_9B,ChaoticNeutrals,Merged,8.0,True
ChaoticNeutrals/Cookie_7B,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Eris-Lelanacles-7b,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Eris_7B,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Eris_Floramix_DPO_7B,ChaoticNeutrals,Chat/post-trained,7.0,True
ChaoticNeutrals/Eris_PrimeV3-Vision-7B,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Eris_PrimeV4-Vision-7B,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Eris_Remix_7B,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Eris_Remix_DPO_7B,ChaoticNeutrals,Chat/post-trained,7.0,True
ChaoticNeutrals/IQ_Test_l3_8B,ChaoticNeutrals,Fine-tuned,8.0,True
ChaoticNeutrals/InfinityNexus_9B,ChaoticNeutrals,Fine-tuned,8.0,True
ChaoticNeutrals/Kool-Aid_7B,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Lunar_10.7B,ChaoticNeutrals,Merged,10.0,True
ChaoticNeutrals/Nyanade_Stunna-Maid-7B-v0.2,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Prima-LelantaclesV4-7b-16k-bf16,ChaoticNeutrals,Merged,7.0,True
ChaoticNeutrals/Prima-LelantaclesV5-7b,ChaoticNeutrals,Fine-tuned,7.0,True
ChaoticNeutrals/Prima-LelantaclesV7-experimental-7b,ChaoticNeutrals,Fine-tuned,7.0,True
ChaoticNeutrals/Prodigy_7B,ChaoticNeutrals,Chat/post-trained,7.0,True
ChaoticNeutrals/RPMix-4x7B-MoE,ChaoticNeutrals,Merged,24.0,True
ChaoticNeutrals/RP_Vision_7B,ChaoticNeutrals,Fine-tuned,7.0,True
ChaoticNeutrals/This_is_fine_7B,ChaoticNeutrals,Fine-tuned,7.0,True
Charlie911/MultiLoRA-llama2-mmlu,Charlie911,Fine-tuned,,True
Charlie911/MultiLoRA-mmlu,Charlie911,Fine-tuned,,True
Charlie911/MultiLora-drop-sharegpt,Charlie911,Fine-tuned,6.0,True
Charlie911/MultiLora-sharegpt,Charlie911,Fine-tuned,6.0,True
Charlie911/llama2-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,Charlie911,Fine-tuned,,True
Charlie911/vicuna-7b-v1.5-general-temporal-merged,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-mctaco,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified1,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified2,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-mixed-datasets,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-mixed-datasets-time-unit,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-mmlu-merged,Charlie911,Fine-tuned,7.0,True
Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt,Charlie911,Fine-tuned,7.0,True
Charlie911/vicuna-7b-v1.5-lora-temporal-without-mctaco-1,Charlie911,Fine-tuned,7.0,True
Charlie911/vicuna-7b-v1.5-lora-timedial,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-timedial-unit-080082,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-7b-v1.5-lora-timedial-unit-080091,Charlie911,Fine-tuned,6.0,True
Charlie911/vicuna-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,Charlie911,Fine-tuned,,True
Charlie911/zephyr-7b-beta-MultiLoRA-mmlu-merged,Charlie911,Fine-tuned,7.0,True
Charlie911/zephyr-7b-beta-lora-mmlu-merged,Charlie911,Fine-tuned,7.0,True
ChavyvAkvar/Cerebrum-RP,ChavyvAkvar,Fine-tuned,7.0,True
ChavyvAkvar/habib-DPO,ChavyvAkvar,Fine-tuned,7.0,True
ChavyvAkvar/habib-DPO-v2,ChavyvAkvar,Fine-tuned,7.0,True
ChavyvAkvar/habib-DPO-v3,ChavyvAkvar,Fine-tuned,7.0,True
ChavyvAkvar/habib-v2,ChavyvAkvar,Fine-tuned,7.0,True
ChavyvAkvar/habib-v3,ChavyvAkvar,Fine-tuned,7.0,True
ChavyvAkvar/habib-v4,ChavyvAkvar,Fine-tuned,7.0,True
ChavyvAkvar/llama-3-habib,ChavyvAkvar,Fine-tuned,8.0,True
ChavyvAkvar/llama-3-lumimaid-habib,ChavyvAkvar,Fine-tuned,8.0,True
ChavyvAkvar/llama-3-lumimaid-habib-v3,ChavyvAkvar,Fine-tuned,8.0,True
ChavyvAkvar/llama-3-lumimaid-habib-v5,ChavyvAkvar,Fine-tuned,8.0,True
ChavyvAkvar/llama-3-lumimaid-habib-v7,ChavyvAkvar,Fine-tuned,8.0,True
Cheng98/llama-39m,Cheng98,Pretrained,,True
Chickaboo/Chicka-Mistral-3x7b,Chickaboo,Merged,18.0,True
Chickaboo/Chicka-Mistral-4x7b,Chickaboo,Merged,18.0,True
Chickaboo/Chicka-Mixtral-3x7b,Chickaboo,Merged,18.0,True
Chickaboo/ChickaQ,Chickaboo,Merged,,True
Chickaboo/ChickaQ-V2-Large-Beta,Chickaboo,Merged,3.0,True
ChuckMcSneed/ArcaneEntanglement-model64-70b,ChuckMcSneed,Merged,68.0,True
ChuckMcSneed/Gembo-v1-70b,ChuckMcSneed,Merged,68.0,True
ChuckMcSneed/Gembo-v1.1-70b,ChuckMcSneed,Merged,68.0,True
ChuckMcSneed/PMaxxxer-v1-70b,ChuckMcSneed,Merged,68.0,True
ChuckMcSneed/SMaxxxer-v1-70b,ChuckMcSneed,Merged,68.0,True
ChuckMcSneed/WinterGoddess-1.4x-70b-32k,ChuckMcSneed,Merged,68.0,True
Clausss/QwenSailorMerge,Clausss,Merged,,True
CobraMamba/mamba-gpt-3b,CobraMamba,Fine-tuned,3.0,True
CobraMamba/mamba-gpt-3b-v2,CobraMamba,Unknown,,False
CobraMamba/mamba-gpt-3b-v3,CobraMamba,Fine-tuned,3.0,True
CobraMamba/mamba-gpt-3b-v4,CobraMamba,Fine-tuned,3.0,True
CobraMamba/mamba-gpt-7b,CobraMamba,Fine-tuned,7.0,True
CobraMamba/mamba-gpt-7b-v1,CobraMamba,Fine-tuned,7.0,True
CobraMamba/mamba-gpt-7b-v2,CobraMamba,Fine-tuned,7.0,True
CohereForAI/aya-23-8B,CohereForAI,Unknown,,True
CohereForAI/c4ai-command-r-plus,CohereForAI,Chat/post-trained,55.0,True
CohereForAI/c4ai-command-r-v01,CohereForAI,Chat/post-trained,34.0,True
Columbia-NLP/gemma-2b-zephyr-dpo,Columbia-NLP,Chat/post-trained,2.0,True
Columbia-NLP/gemma-2b-zephyr-sft,Columbia-NLP,Fine-tuned,2.0,True
Community-LM/llava-v1.5-13b-hf,Community-LM,Unknown,,False
Contamination/contaminated_proof_7b_v1.0_safetensor,Contamination,Chat/post-trained,7.0,True
ContextualAI/Contextual_KTO_Mistral_PairRM,ContextualAI,Chat/post-trained,7.0,True
ContextualAI/archangel_sft-kto_llama13b,ContextualAI,Chat/post-trained,13.0,True
ConvexAI/BurningBruce-003,ConvexAI,Fine-tuned,24.0,True
ConvexAI/BurningBruce-004,ConvexAI,Merged,24.0,True
ConvexAI/BurningBruce-005,ConvexAI,Merged,24.0,True
ConvexAI/Chop-7b,ConvexAI,Fine-tuned,7.0,True
ConvexAI/Harmony-4x7B-bf16,ConvexAI,Fine-tuned,24.0,True
ConvexAI/Julianne-2x7B-bf16,ConvexAI,Merged,12.0,True
ConvexAI/Luminex-34B-v0.1,ConvexAI,Fine-tuned,34.0,True
ConvexAI/Luminex-34B-v0.2,ConvexAI,Fine-tuned,34.0,True
ConvexAI/Luminex-72B-v0.1,ConvexAI,Fine-tuned,72.0,True
ConvexAI/Metabird-7B,ConvexAI,Fine-tuned,7.0,True
ConvexAI/Pelican-9b-v0.1,ConvexAI,Merged,9.0,True
ConvexAI/Seraphim-8x10.7B-bf16,ConvexAI,Fine-tuned,69.0,True
ConvexAI/Solutus-3x7B,ConvexAI,Merged,18.0,True
CoolWP/llama-2-13b-guanaco-fp16,CoolWP,Unknown,,False
Corianas/1.3b,Corianas,Unknown,1.0,True
Corianas/111m,Corianas,Fine-tuned,,True
Corianas/DPO-miniguanaco-1.5T,Corianas,Chat/post-trained,1.0,True
Corianas/NearalMistral-2x7B,Corianas,Merged,12.0,True
Corianas/Neural-Mistral-7B,Corianas,Chat/post-trained,7.0,True
Corianas/Quokka_1.3b,Corianas,Fine-tuned,1.0,True
Corianas/Quokka_2.7b,Corianas,Fine-tuned,2.0,True
Corianas/Quokka_590m,Corianas,Fine-tuned,,True
Corianas/gpt-j-6B-Dolly,Corianas,Fine-tuned,6.0,True
CortexLM/btlm-v1-7b-base-v0.1,CortexLM,Pretrained,6.0,True
CorticalStack/crown-clown-7b-slerp,CorticalStack,Fine-tuned,7.0,True
CorticalStack/gemma-7b-ultrachat-sft,CorticalStack,Fine-tuned,8.0,True
CorticalStack/mistral-7b-alpaca-sft,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-distilabel-truthy-dpo,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-dolphin-sft,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-jondurbin-truthy-dpo,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-metamathqa-sft,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-openhermes-2.5-sft,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-openhermes-sft,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-slimorca-sft,CorticalStack,Fine-tuned,7.0,True
CorticalStack/mistral-7b-tak-stack-dpo,CorticalStack,Fine-tuned,7.0,True
CorticalStack/neurotic-crown-clown-7b-tak-stack-dpo,CorticalStack,Fine-tuned,7.0,True
CorticalStack/neurotic-crown-clown-7b-ties,CorticalStack,Fine-tuned,7.0,True
