model_id,org_id,model_type,params_B,parameter_group
BEE-spoke-data/TinyLlama-3T-1.1bee,BEE-spoke-data,Fine-tuned,1.0,<3B
BEE-spoke-data/smol_llama-101M-GQA,BEE-spoke-data,Fine-tuned,,Unknown
BEE-spoke-data/smol_llama-220M-GQA,BEE-spoke-data,Pretrained,,Unknown
BEE-spoke-data/smol_llama-220M-open_instruct,BEE-spoke-data,Chat/post-trained,,Unknown
BEE-spoke-data/smol_llama-220M-openhermes,BEE-spoke-data,Chat/post-trained,,Unknown
BEE-spoke-data/smol_llama-81M-tied,BEE-spoke-data,Pretrained,,Unknown
BEE-spoke-data/verysmol_llama-v11-KIx2,BEE-spoke-data,Pretrained,,Unknown
BEE-spoke-data/zephyr-220m-dpo-full,BEE-spoke-data,Chat/post-trained,,Unknown
BEE-spoke-data/zephyr-220m-sft-full,BEE-spoke-data,Chat/post-trained,,Unknown
BELLE-2/BELLE-Llama2-13B-chat-0.4M,BELLE-2,Fine-tuned,13.0,7–<15B
BFauber/base_7b,BFauber,Fine-tuned,7.0,7–<15B
BFauber/bloom-1b1_10e6,BFauber,Fine-tuned,1.0,<3B
BFauber/lora_llama2-13b_10e4,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_attn_only,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r128_a16,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r128_a256,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r128_a4,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r128_a64,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r2_a16,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r2_a256,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r2_a4,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r2_a64,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r32_a16,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r32_a256,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r32_a4,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r32_a64,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r8_a16,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r8_a256,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r8_a4,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e5_r8_a64,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-13b_10e6,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_llama2-7b_10e4,BFauber,Fine-tuned,7.0,7–<15B
BFauber/lora_llama2-7b_10e5,BFauber,Fine-tuned,7.0,7–<15B
BFauber/lora_llama2-7b_10e6,BFauber,Fine-tuned,7.0,7–<15B
BFauber/lora_opt1.3b_10e5,BFauber,Fine-tuned,1.0,<3B
BFauber/lora_opt125m_10e5,BFauber,Fine-tuned,,Unknown
BFauber/lora_opt13b_10e5,BFauber,Fine-tuned,13.0,7–<15B
BFauber/lora_opt6.7b_10e5,BFauber,Fine-tuned,6.0,3–<7B
BFauber/opt1.3b_10e4,BFauber,Fine-tuned,1.0,<3B
BFauber/opt1.3b_10e5,BFauber,Fine-tuned,1.0,<3B
BFauber/opt1.3b_10e6,BFauber,Fine-tuned,1.0,<3B
BFauber/opt125m_10e2,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e3,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e4,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_10ep,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_1ep,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_20ep,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_30ep,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_40ep,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_50ep,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_lr2e-3,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_lr2e-4,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_lr2e-5,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_lr2e-6,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e5_lr2e-7,BFauber,Fine-tuned,,Unknown
BFauber/opt125m_10e6_run1,BFauber,Fine-tuned,,Unknown
BFauber/opt350m_10e5,BFauber,Fine-tuned,,Unknown
BFauber/opt350m_10e6,BFauber,Fine-tuned,,Unknown
BFauber/santa1.1b_10e6,BFauber,Fine-tuned,1.0,<3B
BTAgent/BTAgent-v0.1,BTAgent,Fine-tuned,7.0,7–<15B
Ba2han/BruinsV2-OpHermesNeu-11B,Ba2han,Fine-tuned,10.0,7–<15B
Ba2han/Cucumber-7b-10k,Ba2han,Fine-tuned,7.0,7–<15B
Ba2han/HermesStar-OrcaWind-Synth-11B,Ba2han,Chat/post-trained,10.0,7–<15B
Ba2han/Llama-Phi-3_DoRA,Ba2han,Fine-tuned,3.0,3–<7B
Ba2han/Phi-3-Medium-Llamaish,Ba2han,Chat/post-trained,13.0,7–<15B
Ba2han/TinyOpenHermes-1.1B-4k,Ba2han,Chat/post-trained,1.0,<3B
Ba2han/Tinypus-1.5B,Ba2han,Fine-tuned,1.0,<3B
Badgids/Gonzo-Chat-7B,Badgids,Chat/post-trained,7.0,7–<15B
Badgids/Gonzo-Code-7B,Badgids,Fine-tuned,7.0,7–<15B
BarraHome/LLaMaRada-3-orpo-v2-8b,BarraHome,Chat/post-trained,8.0,7–<15B
BarraHome/LLaMarada-7B-v0.1-16bit,BarraHome,Fine-tuned,6.0,3–<7B
BarraHome/Lucie-7B-v0.2-16bit,BarraHome,Chat/post-trained,7.0,7–<15B
BarraHome/Lucie-7b,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/Lucie-7b-3e-5,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/Mistroll-7B-v0.1-16bit,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/Mistroll-7B-v0.2-16bit,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/Mistroll-7B-v0.3-16bit,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/Mistroll-7B-v2.2,BarraHome,Chat/post-trained,7.0,7–<15B
BarraHome/Mistroll-7B-v2.3-NoTsOsm4rt-16bit,BarraHome,Chat/post-trained,7.0,7–<15B
BarraHome/PequeLLaMa-1B-Instruct-v0.1-16bit,BarraHome,Fine-tuned,1.0,<3B
BarraHome/Wistral-7B-Instruct-v0.3,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/Wistral-7B-Instruct-v0.4,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/llama-3-orpo-v1-merged_16bit,BarraHome,Chat/post-trained,8.0,7–<15B
BarraHome/rezephyr-dpo,BarraHome,Fine-tuned,7.0,7–<15B
BarraHome/zephyr-dpo-v2,BarraHome,Fine-tuned,7.0,7–<15B
BarryFutureman/ChatMarc-YesAnotherMerge-7B,BarryFutureman,Merged,7.0,7–<15B
BarryFutureman/NeuralLake-Variant1-7B,BarryFutureman,Merged,7.0,7–<15B
BarryFutureman/NeuralTurdusVariant1-7B,BarryFutureman,Merged,7.0,7–<15B
BarryFutureman/WestLakeX-7B-EvoMerge,BarryFutureman,Fine-tuned,7.0,7–<15B
BarryFutureman/WestLakeX-7B-EvoMerge-Variant2,BarryFutureman,Fine-tuned,7.0,7–<15B
BarryFutureman/WildMarcoroni-Variant1-7B,BarryFutureman,Merged,7.0,7–<15B
BarryFutureman/WildMarcoroni-Variant3-7B,BarryFutureman,Merged,7.0,7–<15B
BarryFutureman/WildWest-Variant3-7B,BarryFutureman,Merged,7.0,7–<15B
BelalTab/finetuned-llama2-2048-v3.0,BelalTab,Fine-tuned,6.0,3–<7B
BioMistral/BioMistral-7B,BioMistral,Fine-tuned,7.0,7–<15B
BioMistral/BioMistral-7B-DARE,BioMistral,Merged,7.0,7–<15B
BioMistral/BioMistral-7B-TIES,BioMistral,Merged,7.0,7–<15B
Biomimicry-AI/ANIMA-Nectar-v2,Biomimicry-AI,Fine-tuned,7.0,7–<15B
BlouseJury/Mistral-7B-Discord-0.1-DPO,BlouseJury,Fine-tuned,7.0,7–<15B
BlouseJury/Mistral-7B-Discord-0.2,BlouseJury,Fine-tuned,7.0,7–<15B
BlueNipples/SnowLotus-v2-10.7B,BlueNipples,Fine-tuned,10.0,7–<15B
BlueNipples/TimeCrystal-l2-13B,BlueNipples,Fine-tuned,13.0,7–<15B
BramVanroy/GEITje-7B-ultra,BramVanroy,Chat/post-trained,7.0,7–<15B
BramVanroy/Llama-2-13b-chat-dutch,BramVanroy,Chat/post-trained,13.0,7–<15B
BramVanroy/fietje-2b,BramVanroy,Fine-tuned,2.0,<3B
BramVanroy/fietje-2b-chat,BramVanroy,Fine-tuned,2.0,<3B
BramVanroy/fietje-2b-instruct,BramVanroy,Fine-tuned,2.0,<3B
BramVanroy/llama2-13b-ft-mc4_nl_cleaned_tiny,BramVanroy,Fine-tuned,13.0,7–<15B
BreadAi/DiscordPy,BreadAi,Fine-tuned,,Unknown
BreadAi/MuseCan,BreadAi,Fine-tuned,,Unknown
BreadAi/MusePy-1-2,BreadAi,Fine-tuned,,Unknown
BreadAi/PM_modelV2,BreadAi,Fine-tuned,,Unknown
BreadAi/StoryPy,BreadAi,Fine-tuned,,Unknown
BreadAi/gpt-YA-1-1_160M,BreadAi,Fine-tuned,,Unknown
BreadAi/gpt-YA-1-1_70M,BreadAi,Fine-tuned,,Unknown
BreadAi/gpt-Youtube,BreadAi,Fine-tuned,,Unknown
Brillibits/Instruct_Llama3_8B,Brillibits,Fine-tuned,8.0,7–<15B
Brillibits/Instruct_Llama70B_Dolly15k,Brillibits,Fine-tuned,70.0,≥40B
Brillibits/Instruct_Mixtral-8x7B-v0.1_Dolly15K,Brillibits,Fine-tuned,46.0,≥40B
Brouz/Slerpeno,Brouz,Fine-tuned,13.0,7–<15B
BryanSwk/LaserPipe-7B-SLERP,BryanSwk,Merged,7.0,7–<15B
BuckeyBarnes/TriFusionNexus-7b,BuckeyBarnes,Merged,7.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r16,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r4,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE2_TEST_2.2w,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down-test1,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_addto15k_4.5w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE4_compare15k_4.5w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r16-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r16-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-q_k_v_o,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-Fintune_1_17w-gate_up_down_proj,CHIH-HUNG,Unknown,,Unknown
CHIH-HUNG/llama-2-13b-Open-Platypus_2.5w,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-OpenOrca_5w,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-Open_Platypus_and_ccp_2.6w,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-Open_Platypus_and_ccp_2.6w-3_epoch,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-alpaca-test,CHIH-HUNG,Unknown,,Unknown
CHIH-HUNG/llama-2-13b-dolphin_20w,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-dolphin_5w,CHIH-HUNG,Fine-tuned,13.0,7–<15B
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w,CHIH-HUNG,Fine-tuned,12.0,7–<15B
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj,CHIH-HUNG,Fine-tuned,12.0,7–<15B
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-q_k_v_o_proj,CHIH-HUNG,Fine-tuned,12.0,7–<15B
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w,CHIH-HUNG,Fine-tuned,12.0,7–<15B
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj,CHIH-HUNG,Fine-tuned,12.0,7–<15B
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj,CHIH-HUNG,Fine-tuned,12.0,7–<15B
CHIH-HUNG/llama-2-13b-open_orca_20w,CHIH-HUNG,Unknown,,Unknown
CHIH-HUNG/llama-2-7b-dolphin_10w-test,CHIH-HUNG,Unknown,,Unknown
CalderaAI/13B-BlueMethod,CalderaAI,Fine-tuned,13.0,7–<15B
CalderaAI/13B-Legerdemain-L2,CalderaAI,Fine-tuned,13.0,7–<15B
CalderaAI/13B-Ouroboros,CalderaAI,Fine-tuned,13.0,7–<15B
CalderaAI/13B-Thorns-l2,CalderaAI,Chat/post-trained,13.0,7–<15B
CalderaAI/30B-Epsilon,CalderaAI,Unknown,30.0,15–<40B
CalderaAI/30B-Lazarus,CalderaAI,Fine-tuned,30.0,15–<40B
CallComply/SOLAR-10.7B-Instruct-v1.0-128k,CallComply,Fine-tuned,10.0,7–<15B
CallComply/Starling-LM-11B-alpha,CallComply,Fine-tuned,10.0,7–<15B
CallComply/openchat-3.5-0106-11b,CallComply,Fine-tuned,10.0,7–<15B
CallComply/openchat-3.5-0106-128k,CallComply,Fine-tuned,7.0,7–<15B
CallComply/openchat-3.5-0106-32k,CallComply,Fine-tuned,7.0,7–<15B
CallComply/zephyr-7b-beta-128k,CallComply,Fine-tuned,7.0,7–<15B
Cartinoe5930/DARE-Merging,Cartinoe5930,Merged,7.0,7–<15B
Cartinoe5930/Llama2_init_Mistral,Cartinoe5930,Merged,7.0,7–<15B
Cartinoe5930/MoE-Merging,Cartinoe5930,Merged,24.0,15–<40B
Cartinoe5930/SOLAR-DUS-implement,Cartinoe5930,Pretrained,10.0,7–<15B
Cartinoe5930/TIES-Merging,Cartinoe5930,Merged,7.0,7–<15B
Cartinoe5930/iDUS,Cartinoe5930,Pretrained,10.0,7–<15B
Cartinoe5930/iDUS-8layers,Cartinoe5930,Pretrained,10.0,7–<15B
CausalLM/34b-beta,CausalLM,Fine-tuned,34.0,15–<40B
CausalLM/35b-beta,CausalLM,Fine-tuned,34.0,15–<40B
CausalLM/35b-beta-long,CausalLM,Fine-tuned,34.0,15–<40B
CausalLM/35b-beta2ep,CausalLM,Fine-tuned,34.0,15–<40B
CausalLM/72B-preview,CausalLM,Fine-tuned,72.0,≥40B
CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,CausalLM,Fine-tuned,72.0,≥40B
CausalLM/72B-preview-llamafied-qwen-llamafy,CausalLM,Fine-tuned,72.0,≥40B
CausalLM/7B,CausalLM,Fine-tuned,7.0,7–<15B
CausalLM/7B-DPO-alpha,CausalLM,Fine-tuned,7.0,7–<15B
Cedaros/BetaMonarch-10.7B,Cedaros,Fine-tuned,10.0,7–<15B
Cedaros/Test-7B,Cedaros,Fine-tuned,7.0,7–<15B
Cesco2004/TW3CESCO.V1,Cesco2004,Merged,7.0,7–<15B
Cesco2004/TW3CESCO.V2,Cesco2004,Merged,7.0,7–<15B
Cesco2004/TW3CESCO.V3,Cesco2004,Merged,7.0,7–<15B
Cesco2004/TW3CESCO.V4,Cesco2004,Merged,7.0,7–<15B
Changgil/K2S3-Llama2-13b-v1.0,Changgil,Fine-tuned,13.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.0,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.1,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.2,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.3,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.4,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.42,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.43,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.46,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.47,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.48,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7b-v1.50,Changgil,Fine-tuned,7.0,7–<15B
Changgil/K2S3-Mistral-7bx2-48layers_v1.2,Changgil,Fine-tuned,10.0,7–<15B
Changgil/K2S3-SOLAR-11b-v1.0,Changgil,Fine-tuned,10.0,7–<15B
Changgil/K2S3-SOLAR-11b-v2.0,Changgil,Fine-tuned,10.0,7–<15B
Changgil/K2S3-SOLAR-11b-v3.0,Changgil,Fine-tuned,10.0,7–<15B
Changgil/K2S3-SOLAR-11b-v4.0,Changgil,Fine-tuned,10.0,7–<15B
Changgil/K2S3-v0.1,Changgil,Fine-tuned,14.0,7–<15B
Changgil/k2s3_test_24001,Changgil,Fine-tuned,13.0,7–<15B
ChaoticNeutrals/Bepis_9B,ChaoticNeutrals,Merged,8.0,7–<15B
ChaoticNeutrals/Cookie_7B,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Eris-Lelanacles-7b,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Eris_7B,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Eris_Floramix_DPO_7B,ChaoticNeutrals,Chat/post-trained,7.0,7–<15B
ChaoticNeutrals/Eris_PrimeV3-Vision-7B,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Eris_PrimeV4-Vision-7B,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Eris_Remix_7B,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Eris_Remix_DPO_7B,ChaoticNeutrals,Chat/post-trained,7.0,7–<15B
ChaoticNeutrals/IQ_Test_l3_8B,ChaoticNeutrals,Fine-tuned,8.0,7–<15B
ChaoticNeutrals/InfinityNexus_9B,ChaoticNeutrals,Fine-tuned,8.0,7–<15B
ChaoticNeutrals/Kool-Aid_7B,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Lunar_10.7B,ChaoticNeutrals,Merged,10.0,7–<15B
ChaoticNeutrals/Nyanade_Stunna-Maid-7B-v0.2,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Prima-LelantaclesV4-7b-16k-bf16,ChaoticNeutrals,Merged,7.0,7–<15B
ChaoticNeutrals/Prima-LelantaclesV5-7b,ChaoticNeutrals,Fine-tuned,7.0,7–<15B
ChaoticNeutrals/Prima-LelantaclesV7-experimental-7b,ChaoticNeutrals,Fine-tuned,7.0,7–<15B
ChaoticNeutrals/Prodigy_7B,ChaoticNeutrals,Chat/post-trained,7.0,7–<15B
ChaoticNeutrals/RPMix-4x7B-MoE,ChaoticNeutrals,Merged,24.0,15–<40B
ChaoticNeutrals/RP_Vision_7B,ChaoticNeutrals,Fine-tuned,7.0,7–<15B
ChaoticNeutrals/This_is_fine_7B,ChaoticNeutrals,Fine-tuned,7.0,7–<15B
Charlie911/MultiLoRA-llama2-mmlu,Charlie911,Fine-tuned,,Unknown
Charlie911/MultiLoRA-mmlu,Charlie911,Fine-tuned,,Unknown
Charlie911/MultiLora-drop-sharegpt,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/MultiLora-sharegpt,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/llama2-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,Charlie911,Fine-tuned,,Unknown
Charlie911/vicuna-7b-v1.5-general-temporal-merged,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-mctaco,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified1,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified2,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-mixed-datasets,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-mixed-datasets-time-unit,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-mmlu-merged,Charlie911,Fine-tuned,7.0,7–<15B
Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt,Charlie911,Fine-tuned,7.0,7–<15B
Charlie911/vicuna-7b-v1.5-lora-temporal-without-mctaco-1,Charlie911,Fine-tuned,7.0,7–<15B
Charlie911/vicuna-7b-v1.5-lora-timedial,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-timedial-unit-080082,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-7b-v1.5-lora-timedial-unit-080091,Charlie911,Fine-tuned,6.0,3–<7B
Charlie911/vicuna-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,Charlie911,Fine-tuned,,Unknown
Charlie911/zephyr-7b-beta-MultiLoRA-mmlu-merged,Charlie911,Fine-tuned,7.0,7–<15B
Charlie911/zephyr-7b-beta-lora-mmlu-merged,Charlie911,Fine-tuned,7.0,7–<15B
ChavyvAkvar/Cerebrum-RP,ChavyvAkvar,Fine-tuned,7.0,7–<15B
ChavyvAkvar/habib-DPO,ChavyvAkvar,Fine-tuned,7.0,7–<15B
ChavyvAkvar/habib-DPO-v2,ChavyvAkvar,Fine-tuned,7.0,7–<15B
ChavyvAkvar/habib-DPO-v3,ChavyvAkvar,Fine-tuned,7.0,7–<15B
ChavyvAkvar/habib-v2,ChavyvAkvar,Fine-tuned,7.0,7–<15B
ChavyvAkvar/habib-v3,ChavyvAkvar,Fine-tuned,7.0,7–<15B
ChavyvAkvar/habib-v4,ChavyvAkvar,Fine-tuned,7.0,7–<15B
ChavyvAkvar/llama-3-habib,ChavyvAkvar,Fine-tuned,8.0,7–<15B
ChavyvAkvar/llama-3-lumimaid-habib,ChavyvAkvar,Fine-tuned,8.0,7–<15B
ChavyvAkvar/llama-3-lumimaid-habib-v3,ChavyvAkvar,Fine-tuned,8.0,7–<15B
ChavyvAkvar/llama-3-lumimaid-habib-v5,ChavyvAkvar,Fine-tuned,8.0,7–<15B
ChavyvAkvar/llama-3-lumimaid-habib-v7,ChavyvAkvar,Fine-tuned,8.0,7–<15B
Cheng98/llama-39m,Cheng98,Pretrained,,Unknown
Chickaboo/Chicka-Mistral-3x7b,Chickaboo,Merged,18.0,15–<40B
Chickaboo/Chicka-Mistral-4x7b,Chickaboo,Merged,18.0,15–<40B
Chickaboo/Chicka-Mixtral-3x7b,Chickaboo,Merged,18.0,15–<40B
Chickaboo/ChickaQ,Chickaboo,Merged,,Unknown
Chickaboo/ChickaQ-V2-Large-Beta,Chickaboo,Merged,3.0,3–<7B
ChuckMcSneed/ArcaneEntanglement-model64-70b,ChuckMcSneed,Merged,68.0,≥40B
