repo,family
open-llm-leaderboard-old/details_922-CA__monika-ddlc-8b-v1,922-CA
open-llm-leaderboard-old/details_AA051610__C0318-G,AA051610
open-llm-leaderboard-old/details_4season__alignment-model-test3,4season
open-llm-leaderboard-old/details_AA051610__A0121,AA051610
open-llm-leaderboard-old/details_42dot__42dot_LLM-PLM-1.3B,42dot
open-llm-leaderboard-old/details_AA051611__A0109,AA051611
open-llm-leaderboard-old/details_AA051610__A11P,AA051610
open-llm-leaderboard-old/details_AA051610__A12P,AA051610
open-llm-leaderboard-old/details_AA051610__A0127,AA051610
open-llm-leaderboard-old/details_4season__alignment-model-test10,4season
open-llm-leaderboard-old/details_AA051610__A0120,AA051610
open-llm-leaderboard-old/details_AA051610__T1B,AA051610
open-llm-leaderboard-old/details_AA051610__O0128,AA051610
open-llm-leaderboard-old/details_AA051610__A13,AA051610
open-llm-leaderboard-old/details_922CA__Silicon-Monika-7b,922CA
open-llm-leaderboard-old/details_AA051610__Q,AA051610
open-llm-leaderboard-old/details_922CA__monika-ddlc-8b-v1,922CA
open-llm-leaderboard-old/details_4season__alignment_model_test,4season
open-llm-leaderboard-old/details_4season__alignment-model-test9,4season
open-llm-leaderboard-old/details_42MARU__sitebunny-13b,42MARU
open-llm-leaderboard-old/details_922-CA__monika-ddlc-7b-v1,922-CA
open-llm-leaderboard-old/details_AA051610__FT,AA051610
open-llm-leaderboard-old/details_BTAgent__BTAgent-v0.1,BTAgent
open-llm-leaderboard-old/details_Ba2han__Llama-Phi-3_DoRA,Ba2han
open-llm-leaderboard-old/details_Ba2han__Phi-3-Medium-Llamaish,Ba2han
open-llm-leaderboard-old/details_BFauber__bloom-1b1_10e6,BFauber
open-llm-leaderboard-old/details_BFauber__lora_opt125m_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__lora_opt13b_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__opt1.3b_10e4,BFauber
open-llm-leaderboard-old/details_AA051610__T1C,AA051610
open-llm-leaderboard-old/details_BarraHome__Mistroll-7B-v2.2,BarraHome
open-llm-leaderboard-old/details_BarraHome__Mistroll-7B-v2.3-NoTsOsm4rt-16bit,BarraHome
open-llm-leaderboard-old/details_BEE-spoke-data__Mixtral-GQA-400m-v2,BEE-spoke-data
open-llm-leaderboard-old/details_BFauber__opt125m_10e2,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_lr2e-6,BFauber
open-llm-leaderboard-old/details_BFauber__lora_opt1.3b_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__lora_opt6.7b_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_10ep,BFauber
open-llm-leaderboard-old/details_BFauber__opt1.3b_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_50ep,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e4,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_40ep,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__opt1.3b_10e6,BFauber
open-llm-leaderboard-old/details_BFauber__lora_llama2-7b_10e4,BFauber
open-llm-leaderboard-old/details_Ba2han__Tinypus-1.5B,Ba2han
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_lr2e-4,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e6_run1,BFauber
open-llm-leaderboard-old/details_BFauber__lora_llama2-7b_10e6,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_30ep,BFauber
open-llm-leaderboard-old/details_BFauber__lora_llama2-13b_10e6,BFauber
open-llm-leaderboard-old/details_AA051610__A0106,AA051610
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_lr2e-7,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_1ep,BFauber
open-llm-leaderboard-old/details_BFauber__opt350m_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_lr2e-5,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_lr2e-3,BFauber
open-llm-leaderboard-old/details_BFauber__lora_llama2-7b_10e5,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e3,BFauber
open-llm-leaderboard-old/details_BFauber__opt125m_10e5_20ep,BFauber
open-llm-leaderboard-old/details_BFauber__opt350m_10e6,BFauber
open-llm-leaderboard-old/details_BFauber__santa1.1b_10e6,BFauber
open-llm-leaderboard-old/details_Ba2han__HermesStar-OrcaWind-Synth-11B,Ba2han
open-llm-leaderboard-old/details_Ba2han__Cucumber-7b-10k,Ba2han
open-llm-leaderboard-old/details_AA051610__A0105,AA051610
open-llm-leaderboard-old/details_Ba2han__BruinsV2-OpHermesNeu-11B,Ba2han
open-llm-leaderboard-old/details_Badgids__Gonzo-Code-7B,Badgids
open-llm-leaderboard-old/details_Badgids__Gonzo-Chat-7B,Badgids
open-llm-leaderboard-old/details_Ba2han__TinyOpenHermes-1.1B-4k,Ba2han
open-llm-leaderboard-old/details_BarraHome__LLaMaRada-3-orpo-v2-8b,BarraHome
open-llm-leaderboard-old/details_BarraHome__Mistroll-7B-v0.1-16bit,BarraHome
open-llm-leaderboard-old/details_BarraHome__Mistroll-7B-v0.2-16bit,BarraHome
open-llm-leaderboard-old/details_BarraHome__Lucie-7b-3e-5,BarraHome
open-llm-leaderboard-old/details_BarraHome__Lucie-7b,BarraHome
open-llm-leaderboard-old/details_BarraHome__PequeLLaMa-1B-Instruct-v0.1-16bit,BarraHome
open-llm-leaderboard-old/details_BarraHome__Mistroll-7B-v0.3-16bit,BarraHome
open-llm-leaderboard-old/details_BarraHome__Lucie-7B-v0.2-16bit,BarraHome
open-llm-leaderboard-old/details_BarraHome__LLaMarada-7B-v0.1-16bit,BarraHome
open-llm-leaderboard-old/details_BarraHome__llama-3-orpo-v1-merged_16bit,BarraHome
open-llm-leaderboard-old/details_BarraHome__rezephyr-dpo,BarraHome
open-llm-leaderboard-old/details_BarraHome__Wistral-7B-Instruct-v0.4,BarraHome
open-llm-leaderboard-old/details_BarraHome__Wistral-7B-Instruct-v0.3,BarraHome
open-llm-leaderboard-old/details_BarryFutureman__WildMarcoroni-Variant1-7B,BarryFutureman
open-llm-leaderboard-old/details_BelalTab__finetuned-llama2-2048-v3.0,BelalTab
open-llm-leaderboard-old/details_BarryFutureman__WildMarcoroni-Variant3-7B,BarryFutureman
open-llm-leaderboard-old/details_BarryFutureman__WestLakeX-7B-EvoMerge,BarryFutureman
open-llm-leaderboard-old/details_BarryFutureman__WestLakeX-7B-EvoMerge-Variant2,BarryFutureman
open-llm-leaderboard-old/details_BioMistral__BioMistral-7B-TIES,BioMistral
open-llm-leaderboard-old/details_BlouseJury__Mistral-7B-Discord-0.2,BlouseJury
open-llm-leaderboard-old/details_BioMistral__BioMistral-7B,BioMistral
open-llm-leaderboard-old/details_BarryFutureman__NeuralLake-Variant1-7B,BarryFutureman
open-llm-leaderboard-old/details_Biomimicry-AI__ANIMA-Nectar-v2,Biomimicry-AI
open-llm-leaderboard-old/details_BarryFutureman__ChatMarc-YesAnotherMerge-7B,BarryFutureman
open-llm-leaderboard-old/details_BarraHome__zephyr-dpo-v2,BarraHome
open-llm-leaderboard-old/details_BarryFutureman__NeuralTurdusVariant1-7B,BarryFutureman
open-llm-leaderboard-old/details_BarryFutureman__WildWest-Variant3-7B,BarryFutureman
open-llm-leaderboard-old/details_BramVanroy__fietje-2b-chat,BramVanroy
open-llm-leaderboard-old/details_BramVanroy__fietje-2b,BramVanroy
open-llm-leaderboard-old/details_BramVanroy__fietje-2b-instruct,BramVanroy
open-llm-leaderboard-old/details_Brillibits__Instruct_Llama3_8B,Brillibits
open-llm-leaderboard-old/details_Brillibits__Instruct_Llama70B_Dolly15k,Brillibits
open-llm-leaderboard-old/details_BioMistral__BioMistral-7B-DARE,BioMistral
open-llm-leaderboard-old/details_BlouseJury__Mistral-7B-Discord-0.1-DPO,BlouseJury
open-llm-leaderboard-old/details_BreadAi__DiscordPy,BreadAi
open-llm-leaderboard-old/details_BreadAi__gpt-YA-1-1_70M,BreadAi
open-llm-leaderboard-old/details_BreadAi__StoryPy,BreadAi
open-llm-leaderboard-old/details_BreadAi__gpt-Youtube,BreadAi
open-llm-leaderboard-old/details_BreadAi__PM_modelV2,BreadAi
open-llm-leaderboard-old/details_BlueNipples__TimeCrystal-l2-13B,BlueNipples
open-llm-leaderboard-old/details_BramVanroy__GEITje-7B-ultra,BramVanroy
open-llm-leaderboard-old/details_BreadAi__gpt-YA-1-1_160M,BreadAi
open-llm-leaderboard-old/details_BlueNipples__SnowLotus-v2-10.7B,BlueNipples
open-llm-leaderboard-old/details_BramVanroy__Llama-2-13b-chat-dutch,BramVanroy
open-llm-leaderboard-old/details_BramVanroy__llama2-13b-ft-mc4_nl_cleaned_tiny,BramVanroy
open-llm-leaderboard-old/details_BreadAi__MusePy-1-2,BreadAi
open-llm-leaderboard-old/details_Brouz__Slerpeno,Brouz
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE1_17w-r4,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_BryanSwk__LaserPipe-7B-SLERP,BryanSwk
open-llm-leaderboard-old/details_Brillibits__Instruct_Mixtral-8x7B-v0.1_Dolly15K,Brillibits
open-llm-leaderboard-old/details_BreadAi__MuseCan,BreadAi
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE2_TEST_2.2w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r4-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE1_17w-r16,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r8-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_BuckeyBarnes__TriFusionNexus-7b,BuckeyBarnes
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down-test1,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r8-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_compare15k_4.5w-r16-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r4-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r16-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r16-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-dolphin_20w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r4-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_addto15k_4.5w-r16-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r4-q_k_v_o,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r8-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r4-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-Open_Platypus_and_ccp_2.6w-3_epoch,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r8-gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-Fintune_1_17w-gate_up_down_proj,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r8-q_k_v_o_gate_up_down,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-OpenOrca_5w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-Open_Platypus_and_ccp_2.6w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-Open-Platypus_2.5w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-dolphin_5w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-alpaca-test,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-huangyt_Fintune_1_17w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-huangyt_FINETUNE2_3w,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj,CHIH-HUNG
open-llm-leaderboard-old/details_CalderaAI__13B-BlueMethod,CalderaAI
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj,CHIH-HUNG
open-llm-leaderboard-old/details_CalderaAI__13B-Thorns-l2,CalderaAI
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-7b-dolphin_10w-test,CHIH-HUNG
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-open_orca_20w,CHIH-HUNG
open-llm-leaderboard-old/details_CalderaAI__13B-Ouroboros,CalderaAI
open-llm-leaderboard-old/details_CHIH-HUNG__llama-2-13b-huangyt_FINETUNE2_3w-q_k_v_o_proj,CHIH-HUNG
open-llm-leaderboard-old/details_CalderaAI__13B-Legerdemain-L2,CalderaAI
open-llm-leaderboard-old/details_CalderaAI__30B-Lazarus,CalderaAI
open-llm-leaderboard-old/details_CallComply__openchat-3.5-0106-11b,CallComply
open-llm-leaderboard-old/details_CallComply__openchat-3.5-0106-32k,CallComply
open-llm-leaderboard-old/details_CallComply__Starling-LM-11B-alpha,CallComply
open-llm-leaderboard-old/details_CallComply__SOLAR-10.7B-Instruct-v1.0-128k,CallComply
open-llm-leaderboard-old/details_CalderaAI__30B-Epsilon,CalderaAI
open-llm-leaderboard-old/details_CallComply__zephyr-7b-beta-128k,CallComply
open-llm-leaderboard-old/details_Cartinoe5930__DARE-Merging,Cartinoe5930
open-llm-leaderboard-old/details_Cartinoe5930__Llama2_init_Mistral,Cartinoe5930
open-llm-leaderboard-old/details_Cartinoe5930__iDUS,Cartinoe5930
open-llm-leaderboard-old/details_Cartinoe5930__MoE-Merging,Cartinoe5930
open-llm-leaderboard-old/details_Cartinoe5930__TIES-Merging,Cartinoe5930
open-llm-leaderboard-old/details_Cartinoe5930__SOLAR-DUS-implement,Cartinoe5930
open-llm-leaderboard-old/details_CallComply__openchat-3.5-0106-128k,CallComply
open-llm-leaderboard-old/details_Cartinoe5930__iDUS-8layers,Cartinoe5930
open-llm-leaderboard-old/details_Cesco2004__TW3CESCO.V2,Cesco2004
open-llm-leaderboard-old/details_Cesco2004__TW3CESCO.V3,Cesco2004
open-llm-leaderboard-old/details_Cesco2004__TW3CESCO.V4,Cesco2004
open-llm-leaderboard-old/details_Cesco2004__TW3CESCO.V1,Cesco2004
open-llm-leaderboard-old/details_CausalLM__35b-beta,CausalLM
open-llm-leaderboard-old/details_CausalLM__34b-beta,CausalLM
open-llm-leaderboard-old/details_CausalLM__35b-beta-long,CausalLM
open-llm-leaderboard-old/details_CausalLM__35b-beta2ep,CausalLM
open-llm-leaderboard-old/details_CausalLM__72B-preview-llamafied-qwen-llamafy,CausalLM
open-llm-leaderboard-old/details_CausalLM__72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,CausalLM
open-llm-leaderboard-old/details_CausalLM__7B-DPO-alpha,CausalLM
open-llm-leaderboard-old/details_Cedaros__BetaMonarch-10.7B,Cedaros
open-llm-leaderboard-old/details_CausalLM__7B,CausalLM
open-llm-leaderboard-old/details_Cedaros__Test-7B,Cedaros
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.2,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.3,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.1,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.0,Changgil
open-llm-leaderboard-old/details_CausalLM__72B-preview,CausalLM
open-llm-leaderboard-old/details_Changgil__K2S3-Llama2-13b-v1.0,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-v0.1,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.42,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.43,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.47,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.4,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.48,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.46,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-SOLAR-11b-v2.0,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7b-v1.50,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-SOLAR-11b-v1.0,Changgil
open-llm-leaderboard-old/details_Changgil__K2S3-SOLAR-11b-v4.0,Changgil
open-llm-leaderboard-old/details_ChaoticNeutrals__Eris-Lelanacles-7b,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Cookie_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Bepis_9B,ChaoticNeutrals
open-llm-leaderboard-old/details_Changgil__K2S3-Mistral-7bx2-48layers_v1.2,Changgil
open-llm-leaderboard-old/details_ChaoticNeutrals__Eris_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Eris_Floramix_DPO_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_Changgil__K2S3-SOLAR-11b-v3.0,Changgil
open-llm-leaderboard-old/details_ChaoticNeutrals__Eris_Remix_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Eris_PrimeV4-Vision-7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Eris_Remix_DPO_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Eris_PrimeV3-Vision-7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__IQ_Test_l3_8B,ChaoticNeutrals
open-llm-leaderboard-old/details_Changgil__k2s3_test_24001,Changgil
open-llm-leaderboard-old/details_ChaoticNeutrals__InfinityNexus_9B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Kool-Aid_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Lunar_10.7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Prima-LelantaclesV4-7b-16k-bf16,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Nyanade_Stunna-Maid-7B-v0.2,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Prodigy_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-mctaco-modified1,Charlie911
open-llm-leaderboard-old/details_ChaoticNeutrals__RP_Vision_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__Prima-LelantaclesV5-7b,ChaoticNeutrals
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-mctaco-modified2,Charlie911
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-mctaco-modified4,Charlie911
open-llm-leaderboard-old/details_Charlie911__MultiLoRA-mmlu,Charlie911
open-llm-leaderboard-old/details_ChaoticNeutrals__Prima-LelantaclesV7-experimental-7b,ChaoticNeutrals
open-llm-leaderboard-old/details_Charlie911__llama2-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,Charlie911
open-llm-leaderboard-old/details_Charlie911__MultiLora-sharegpt,Charlie911
open-llm-leaderboard-old/details_Charlie911__MultiLoRA-llama2-mmlu,Charlie911
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-general-temporal-merged,Charlie911
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-mctaco,Charlie911
open-llm-leaderboard-old/details_ChaoticNeutrals__RPMix-4x7B-MoE,ChaoticNeutrals
open-llm-leaderboard-old/details_ChaoticNeutrals__This_is_fine_7B,ChaoticNeutrals
open-llm-leaderboard-old/details_Charlie911__MultiLora-drop-sharegpt,Charlie911
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-mixed-datasets,Charlie911
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-mmlu-merged,Charlie911
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-temporal-sharegpt,Charlie911
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-temporal-without-mctaco-1,Charlie911
open-llm-leaderboard-old/details_ChavyvAkvar__llama-3-lumimaid-habib,ChavyvAkvar
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-timedial-unit-080082,Charlie911
open-llm-leaderboard-old/details_ChavyvAkvar__llama-3-lumimaid-habib-v3,ChavyvAkvar
open-llm-leaderboard-old/details_ChavyvAkvar__Cerebrum-RP,ChavyvAkvar
open-llm-leaderboard-old/details_Charlie911__vicuna-7b-v1.5-lora-mixed-datasets-time-unit,Charlie911
open-llm-leaderboard-old/details_ChavyvAkvar__llama-3-lumimaid-habib-v7,ChavyvAkvar
open-llm-leaderboard-old/details_ChavyvAkvar__llama-3-lumimaid-habib-v5,ChavyvAkvar
