repo,model_name,model_type,weight_type,precision,params_B,source_field:Type
open-llm-leaderboard-old/details_AIGym__deepseek-coder-6.7b-chat,AIGym__deepseek-coder-6.7b-chat,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AIGym__deepseek-coder-6.7b-chat-and-function-calling,AIGym__deepseek-coder-6.7b-chat-and-function-calling,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AIJUUD__juud-Mistral-7B,AIJUUD__juud-Mistral-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AIJUUD__juud-Mistral-7B-dpo,AIJUUD__juud-Mistral-7B-dpo,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ALBADDAWI__DeepCode-7B-Aurora,ALBADDAWI__DeepCode-7B-Aurora,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ALBADDAWI__DeepCode-7B-Aurora-v12,ALBADDAWI__DeepCode-7B-Aurora-v12,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ALBADDAWI__DeepCode-7B-Aurora-v13,ALBADDAWI__DeepCode-7B-Aurora-v13,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ALBADDAWI__DeepCode-7B-Aurora-v2,ALBADDAWI__DeepCode-7B-Aurora-v2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ALBADDAWI__DeepCode-7B-Aurora-v3,ALBADDAWI__DeepCode-7B-Aurora-v3,🔶 fine-tuned on domain-specific datasets,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_APMIC__caigun-lora-model-33B,APMIC__caigun-lora-model-33B,🔶 fine-tuned on domain-specific datasets,Original,8bit,18,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_APMIC__caigun-lora-model-34B-v2,APMIC__caigun-lora-model-34B-v2,🔶 fine-tuned on domain-specific datasets,Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_APMIC__caigun-lora-model-34B-v3,APMIC__caigun-lora-model-34B-v3,🔶 fine-tuned on domain-specific datasets,Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aabbhishekk__TinyLlama-1.1B-miniguanaco,Aabbhishekk__TinyLlama-1.1B-miniguanaco,🔶 fine-tuned on domain-specific datasets,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aabbhishekk__llama2-7b-function-calling-slerp,Aabbhishekk__llama2-7b-function-calling-slerp,🤝 base merges and moerges,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AbacusResearch__Jallabi-34B,AbacusResearch__Jallabi-34B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AbacusResearch__RasGulla1-7b,AbacusResearch__RasGulla1-7b,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AbacusResearch__haLLAwa2,AbacusResearch__haLLAwa2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AbacusResearch__haLLAwa3,AbacusResearch__haLLAwa3,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AbacusResearch__haLLawa4-7b,AbacusResearch__haLLawa4-7b,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AbacusResearch__jaLLAbi,AbacusResearch__jaLLAbi,🤝 base merges and moerges,Original,bfloat16,14,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AbacusResearch__jaLLAbi2-7b,AbacusResearch__jaLLAbi2-7b,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abe13__juniper-certificate-Llama-2-7b-chat-hf,Abe13__juniper-certificate-Llama-2-7b-chat-hf,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__EMO-1B,Abhaykoul__EMO-1B,🔶 fine-tuned on domain-specific datasets,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__HelpingAI-3B,Abhaykoul__HelpingAI-3B,🟢 pretrained,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__HelpingAI-Lite-4x1b,Abhaykoul__HelpingAI-Lite-4x1b,🤝 base merges and moerges,Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__MediKAI,Abhaykoul__MediKAI,🤝 base merges and moerges,Original,float16,14,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__OEvortex,Abhaykoul__OEvortex,🤝 base merges and moerges,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__Qwen1.5-0.5B-vortex,Abhaykoul__Qwen1.5-0.5B-vortex,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__Qwen1.5-0.5B-vortex-v2,Abhaykoul__Qwen1.5-0.5B-vortex-v2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__qwen1.5-vortex,Abhaykoul__qwen1.5-vortex,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhaykoul__vortex2,Abhaykoul__vortex2,🔶 fine-tuned on domain-specific datasets,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Abhinav7__NeuralPipe-7B-slerp,Abhinav7__NeuralPipe-7B-slerp,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AdaptLLM__finance-chat,AdaptLLM__finance-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AdaptLLM__law-chat,AdaptLLM__law-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AdaptLLM__medicine-chat,AdaptLLM__medicine-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aeala__Alpaca-elina-65b,Aeala__Alpaca-elina-65b,,Original,float16,65,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aeala__Enterredaas-33b,Aeala__Enterredaas-33b,🔶 fine-tuned on domain-specific datasets,Original,float16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aeala__GPT4-x-AlpacaDente-30b,Aeala__GPT4-x-AlpacaDente-30b,🔶 fine-tuned on domain-specific datasets,Original,float16,30,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aeala__GPT4-x-AlpacaDente2-30b,Aeala__GPT4-x-AlpacaDente2-30b,🔶 fine-tuned on domain-specific datasets,Original,float16,30,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aeala__GPT4-x-Alpasta-13b,Aeala__GPT4-x-Alpasta-13b,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aeala__VicUnlocked-alpaca-30b,Aeala__VicUnlocked-alpaca-30b,🔶 fine-tuned on domain-specific datasets,Original,float16,30,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AetherResearch__Cerebrum-1.0-7b,AetherResearch__Cerebrum-1.0-7b,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AetherResearch__Cerebrum-1.0-8x7b,AetherResearch__Cerebrum-1.0-8x7b,🔶 fine-tuned on domain-specific datasets,Original,float16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AiMavenAi__AiMaven-Prometheus,AiMavenAi__AiMaven-Prometheus,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AiMavenAi__AiMaven-SmartDawg-7b,AiMavenAi__AiMaven-SmartDawg-7b,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AiMavenAi__MavenWest,AiMavenAi__MavenWest,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AiMavenAi__Prometheus-1.3,AiMavenAi__Prometheus-1.3,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlanRobotics__nanit,AlanRobotics__nanit,🔶 fine-tuned on domain-specific datasets,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlanRobotics__nanit_v1.1,AlanRobotics__nanit_v1.1,🔶 fine-tuned on domain-specific datasets,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlanRobotics__nanit_v2,AlanRobotics__nanit_v2,🔶 fine-tuned on domain-specific datasets,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlanRobotics__nanit_v3,AlanRobotics__nanit_v3,🔶 fine-tuned on domain-specific datasets,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlanRobotics__nanit_v3.2,AlanRobotics__nanit_v3.2,🔶 fine-tuned on domain-specific datasets,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlanRobotics__nanobot_v1,AlanRobotics__nanobot_v1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlekseyKorshuk__chatml-pyg-v1,AlekseyKorshuk__chatml-pyg-v1,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlekseyKorshuk__pygmalion-6b-vicuna-chatml,AlekseyKorshuk__pygmalion-6b-vicuna-chatml,🔶 fine-tuned on domain-specific datasets,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlekseyKorshuk__vic15-exp-syn-fight-cp3838,AlekseyKorshuk__vic15-exp-syn-fight-cp3838,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AllyArc__llama_allyarc,AllyArc__llama_allyarc,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AlpinDale__pygmalion-instruct,AlpinDale__pygmalion-instruct,,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__Kilo-2x8B,Alsebay__Kilo-2x8B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__L3-krai-test,Alsebay__L3-krai-test,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__L3-krai-test-2,Alsebay__L3-krai-test-2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__L3-test-2,Alsebay__L3-test-2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__Lorge-2x7B-UAMM,Alsebay__Lorge-2x7B-UAMM,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,19,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__Narumashi-11B,Alsebay__Narumashi-11B,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__Narumashi-11B-v0.9,Alsebay__Narumashi-11B-v0.9,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__Narumashi-RT-11B-test,Alsebay__Narumashi-RT-11B-test,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__NarumashiRTS-V1,Alsebay__NarumashiRTS-V1,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__NarumashiRTS-V2,Alsebay__NarumashiRTS-V2,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__new-turn-2,Alsebay__new-turn-2,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Alsebay__test-llm,Alsebay__test-llm,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AmberYifan__safe-spin-iter1-v2,AmberYifan__safe-spin-iter1-v2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AmberYifan__test-spin-lora-iter0,AmberYifan__test-spin-lora-iter0,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AmberYifan__test-spin-lora-iter1,AmberYifan__test-spin-lora-iter1,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_AmberYifan__test-spin-lora-iter2,AmberYifan__test-spin-lora-iter2,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Amu__dpo-Qwen1.5-0.5B-Chat-alignment-handbook,Amu__dpo-Qwen1.5-0.5B-Chat-alignment-handbook,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Amu__dpo-qlora-Qwen1.5-0.5B-Chat-xtuner,Amu__dpo-qlora-Qwen1.5-0.5B-Chat-xtuner,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Andron00e__YetAnother_Open-Llama-3B-LoRA,Andron00e__YetAnother_Open-Llama-3B-LoRA,,Delta,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Andron00e__YetAnother_Open-Llama-3B-LoRA-OpenOrca,Andron00e__YetAnother_Open-Llama-3B-LoRA-OpenOrca,🔶 fine-tuned on domain-specific datasets,Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Antonio88__TaliML-7B-ITA-V.1.0.FINAL,Antonio88__TaliML-7B-ITA-V.1.0.FINAL,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Antonio88__TaliML-7B-V.1-ENG,Antonio88__TaliML-7B-V.1-ENG,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aratako__Beyonder-4x7B-random-lora,Aratako__Beyonder-4x7B-random-lora,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aratako__Mixtral-8x7B-Instruct-v0.1-upscaled,Aratako__Mixtral-8x7B-Instruct-v0.1-upscaled,🤝 base merges and moerges,Original,bfloat16,81,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aratako__Qwen1.5-MoE-2x7B,Aratako__Qwen1.5-MoE-2x7B,🤝 base merges and moerges,Original,bfloat16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aratako__c4ai-command-r-v01-japanese-instruct,Aratako__c4ai-command-r-v01-japanese-instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArianAskari__NeuralHermes-2.5-Mistral-7B,ArianAskari__NeuralHermes-2.5-Mistral-7B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArianAskari__SOLID-SFT-DPO-MixQV2-SOLIDChosen-SFTRejected-Zephyr-7b-beta,ArianAskari__SOLID-SFT-DPO-MixQV2-SOLIDChosen-SFTRejected-Zephyr-7b-beta,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArianAskari__SOLID-SFT-DPO-MixQV2-SOLIDRejected-SFTChosen-Zephyr-7b-beta,ArianAskari__SOLID-SFT-DPO-MixQV2-SOLIDRejected-SFTChosen-Zephyr-7b-beta,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArianAskari__SOLID-SFT-DPO-MixQV3-SOLIDChosen-SFTRejected-Zephyr-7b-beta,ArianAskari__SOLID-SFT-DPO-MixQV3-SOLIDChosen-SFTRejected-Zephyr-7b-beta,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArianAskari__SOLID-SFT-DPO-MixQV3-SOLIDRejected-SFTChosen-Zephyr-7b-beta,ArianAskari__SOLID-SFT-DPO-MixQV3-SOLIDRejected-SFTChosen-Zephyr-7b-beta,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArianAskari__SOLID-SFT-WoDPO-MixQV2-Zephyr-7b-beta,ArianAskari__SOLID-SFT-WoDPO-MixQV2-Zephyr-7b-beta,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArianAskari__SOLID_SFT-WoDPO-WoMixQ,ArianAskari__SOLID_SFT-WoDPO-WoMixQ,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ArtMindia__artmindia3k,ArtMindia__artmindia3k,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Artples__L-MChat-7b,Artples__L-MChat-7b,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Artples__L-MChat-Small,Artples__L-MChat-Small,🤝 base merges and moerges,Original,bfloat16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Artples__M-LChat-7b,Artples__M-LChat-7b,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aryanne__MixSwap,Aryanne__MixSwap,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aryanne__Open-StarLake-Swap-7B,Aryanne__Open-StarLake-Swap-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aryanne__TinyllamaMix-1.1B,Aryanne__TinyllamaMix-1.1B,🤝 base merges and moerges,Original,bfloat16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aryanne__WestSenzu-Swap-7B,Aryanne__WestSenzu-Swap-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Aryanne__Westest-7B,Aryanne__Westest-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
