model_id,org_id,n_valid_F,n_valid_C,n_valid_target,eligible,reasons
BFauber/opt125m_10e5_lr2e-7,BFauber,586,584,9586,True,
BFauber/opt125m_10e6_run1,BFauber,586,584,9586,True,
BFauber/opt350m_10e5,BFauber,586,584,9586,True,
BFauber/opt350m_10e6,BFauber,586,584,9586,True,
BFauber/santa1.1b_10e6,BFauber,586,584,9586,True,
BTAgent/BTAgent-v0.1,BTAgent,586,584,9586,True,
Ba2han/BruinsV2-OpHermesNeu-11B,Ba2han,586,584,9586,True,
Ba2han/Cucumber-7b-10k,Ba2han,586,584,9586,True,
Ba2han/HermesStar-OrcaWind-Synth-11B,Ba2han,586,584,9586,True,
Ba2han/Llama-Phi-3_DoRA,Ba2han,586,584,9586,True,
Ba2han/Phi-3-Medium-Llamaish,Ba2han,586,584,9586,True,
Ba2han/TinyOpenHermes-1.1B-4k,Ba2han,586,584,9586,True,
Ba2han/Tinypus-1.5B,Ba2han,586,584,9586,True,
Badgids/Gonzo-Chat-7B,Badgids,586,584,9586,True,
Badgids/Gonzo-Code-7B,Badgids,586,584,9586,True,
BarraHome/LLaMaRada-3-orpo-v2-8b,BarraHome,586,584,9586,True,
BarraHome/LLaMarada-7B-v0.1-16bit,BarraHome,586,584,9586,True,
BarraHome/Lucie-7B-v0.2-16bit,BarraHome,586,584,9586,True,
BarraHome/Lucie-7b,BarraHome,586,584,9586,True,
BarraHome/Lucie-7b-3e-5,BarraHome,586,584,9586,True,
BarraHome/Mistroll-7B-v0.1-16bit,BarraHome,586,584,9586,True,
BarraHome/Mistroll-7B-v0.2-16bit,BarraHome,586,584,9586,True,
BarraHome/Mistroll-7B-v0.3-16bit,BarraHome,586,584,9586,True,
BarraHome/Mistroll-7B-v2.2,BarraHome,586,584,9586,True,
BarraHome/Mistroll-7B-v2.3-NoTsOsm4rt-16bit,BarraHome,586,584,9586,True,
BarraHome/PequeLLaMa-1B-Instruct-v0.1-16bit,BarraHome,586,584,9586,True,
BarraHome/Wistral-7B-Instruct-v0.3,BarraHome,586,584,9586,True,
BarraHome/Wistral-7B-Instruct-v0.4,BarraHome,586,584,9586,True,
BarraHome/llama-3-orpo-v1-merged_16bit,BarraHome,586,584,9586,True,
BarraHome/rezephyr-dpo,BarraHome,586,584,9586,True,
BarraHome/zephyr-dpo-v2,BarraHome,586,584,9586,True,
BarryFutureman/ChatMarc-YesAnotherMerge-7B,BarryFutureman,586,584,9586,True,
BarryFutureman/NeuralLake-Variant1-7B,BarryFutureman,586,584,9586,True,
BarryFutureman/NeuralTurdusVariant1-7B,BarryFutureman,586,584,9586,True,
BarryFutureman/WestLakeX-7B-EvoMerge,BarryFutureman,586,584,9586,True,
BarryFutureman/WestLakeX-7B-EvoMerge-Variant2,BarryFutureman,586,584,9586,True,
BarryFutureman/WildMarcoroni-Variant1-7B,BarryFutureman,586,584,9586,True,
BarryFutureman/WildMarcoroni-Variant3-7B,BarryFutureman,586,584,9586,True,
BarryFutureman/WildWest-Variant3-7B,BarryFutureman,586,584,9586,True,
BelalTab/finetuned-llama2-2048-v3.0,BelalTab,586,584,9586,True,
BioMistral/BioMistral-7B,BioMistral,586,584,9586,True,
BioMistral/BioMistral-7B-DARE,BioMistral,586,584,9586,True,
BioMistral/BioMistral-7B-TIES,BioMistral,586,584,9586,True,
Biomimicry-AI/ANIMA-Nectar-v2,Biomimicry-AI,586,584,9586,True,
BlouseJury/Mistral-7B-Discord-0.1-DPO,BlouseJury,586,584,9586,True,
BlouseJury/Mistral-7B-Discord-0.2,BlouseJury,586,584,9586,True,
BlueNipples/SnowLotus-v2-10.7B,BlueNipples,586,584,9586,True,
BlueNipples/TimeCrystal-l2-13B,BlueNipples,586,584,9586,True,
BramVanroy/GEITje-7B-ultra,BramVanroy,586,584,9586,True,
BramVanroy/Llama-2-13b-chat-dutch,BramVanroy,586,584,9586,True,
BramVanroy/fietje-2b,BramVanroy,586,584,9586,True,
BramVanroy/fietje-2b-chat,BramVanroy,586,584,9586,True,
BramVanroy/fietje-2b-instruct,BramVanroy,586,584,9586,True,
BramVanroy/llama2-13b-ft-mc4_nl_cleaned_tiny,BramVanroy,586,584,9586,True,
BreadAi/DiscordPy,BreadAi,586,586,9586,True,
BreadAi/MuseCan,BreadAi,586,586,9586,True,
BreadAi/MusePy-1-2,BreadAi,586,586,9586,True,
BreadAi/PM_modelV2,BreadAi,586,586,9586,True,
BreadAi/StoryPy,BreadAi,586,586,9586,True,
BreadAi/gpt-YA-1-1_160M,BreadAi,586,586,9586,True,
BreadAi/gpt-YA-1-1_70M,BreadAi,586,584,9586,True,
BreadAi/gpt-Youtube,BreadAi,586,586,9586,True,
Brillibits/Instruct_Llama3_8B,Brillibits,586,584,9586,True,
Brillibits/Instruct_Llama70B_Dolly15k,Brillibits,586,584,9586,True,
Brillibits/Instruct_Mixtral-8x7B-v0.1_Dolly15K,Brillibits,586,584,9586,True,
Brouz/Slerpeno,Brouz,586,584,9586,True,
BryanSwk/LaserPipe-7B-SLERP,BryanSwk,586,584,9586,True,
BuckeyBarnes/TriFusionNexus-7b,BuckeyBarnes,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r16,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r4,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE2_TEST_2.2w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down-test1,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_addto15k_4.5w-r16-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE4_compare15k_4.5w-r16-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r16-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r16-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-q_k_v_o,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-q_k_v_o_gate_up_down,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-Fintune_1_17w-gate_up_down_proj,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-Open-Platypus_2.5w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-OpenOrca_5w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-Open_Platypus_and_ccp_2.6w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-Open_Platypus_and_ccp_2.6w-3_epoch,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-alpaca-test,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-dolphin_20w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-dolphin_5w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-q_k_v_o_proj,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-13b-open_orca_20w,CHIH-HUNG,586,584,9586,True,
CHIH-HUNG/llama-2-7b-dolphin_10w-test,CHIH-HUNG,586,584,9586,True,
CalderaAI/13B-BlueMethod,CalderaAI,586,584,9586,True,
CalderaAI/13B-Legerdemain-L2,CalderaAI,586,584,9586,True,
CalderaAI/13B-Ouroboros,CalderaAI,586,584,9586,True,
CalderaAI/13B-Thorns-l2,CalderaAI,586,584,9586,True,
CalderaAI/30B-Epsilon,CalderaAI,586,584,9586,True,
CalderaAI/30B-Lazarus,CalderaAI,586,586,9586,True,
CallComply/SOLAR-10.7B-Instruct-v1.0-128k,CallComply,586,584,9586,True,
CallComply/Starling-LM-11B-alpha,CallComply,586,584,9586,True,
CallComply/openchat-3.5-0106-11b,CallComply,586,584,9586,True,
CallComply/openchat-3.5-0106-128k,CallComply,586,584,9586,True,
CallComply/openchat-3.5-0106-32k,CallComply,586,584,9586,True,
CallComply/zephyr-7b-beta-128k,CallComply,586,584,9586,True,
Cartinoe5930/DARE-Merging,Cartinoe5930,586,584,9586,True,
Cartinoe5930/Llama2_init_Mistral,Cartinoe5930,586,584,9586,True,
Cartinoe5930/MoE-Merging,Cartinoe5930,586,584,9586,True,
Cartinoe5930/SOLAR-DUS-implement,Cartinoe5930,586,584,9586,True,
Cartinoe5930/TIES-Merging,Cartinoe5930,586,584,9586,True,
Cartinoe5930/iDUS,Cartinoe5930,586,584,9586,True,
Cartinoe5930/iDUS-8layers,Cartinoe5930,586,584,9586,True,
CausalLM/34b-beta,CausalLM,586,584,9586,True,
CausalLM/35b-beta,CausalLM,586,584,9586,True,
CausalLM/35b-beta-long,CausalLM,586,584,9586,True,
CausalLM/35b-beta2ep,CausalLM,586,584,9586,True,
CausalLM/72B-preview,CausalLM,586,584,9586,True,
CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,CausalLM,586,584,9586,True,
CausalLM/72B-preview-llamafied-qwen-llamafy,CausalLM,586,584,9586,True,
CausalLM/7B,CausalLM,586,584,9586,True,
CausalLM/7B-DPO-alpha,CausalLM,586,584,9586,True,
Cedaros/BetaMonarch-10.7B,Cedaros,586,584,9586,True,
Cedaros/Test-7B,Cedaros,586,584,9586,True,
Cesco2004/TW3CESCO.V1,Cesco2004,586,584,9586,True,
Cesco2004/TW3CESCO.V2,Cesco2004,586,584,9586,True,
Cesco2004/TW3CESCO.V3,Cesco2004,586,584,9586,True,
Cesco2004/TW3CESCO.V4,Cesco2004,586,584,9586,True,
Changgil/K2S3-Llama2-13b-v1.0,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.0,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.1,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.2,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.3,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.4,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.42,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.43,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.46,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.47,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.48,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7b-v1.50,Changgil,586,584,9586,True,
Changgil/K2S3-Mistral-7bx2-48layers_v1.2,Changgil,586,584,9586,True,
Changgil/K2S3-SOLAR-11b-v1.0,Changgil,586,584,9586,True,
Changgil/K2S3-SOLAR-11b-v2.0,Changgil,586,584,9586,True,
Changgil/K2S3-SOLAR-11b-v3.0,Changgil,586,584,9586,True,
Changgil/K2S3-SOLAR-11b-v4.0,Changgil,586,584,9586,True,
Changgil/K2S3-v0.1,Changgil,586,584,9586,True,
Changgil/k2s3_test_24001,Changgil,586,584,9586,True,
ChaoticNeutrals/Bepis_9B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Cookie_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Eris-Lelanacles-7b,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Eris_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Eris_Floramix_DPO_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Eris_PrimeV3-Vision-7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Eris_PrimeV4-Vision-7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Eris_Remix_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Eris_Remix_DPO_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/IQ_Test_l3_8B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/InfinityNexus_9B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Kool-Aid_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Lunar_10.7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Nyanade_Stunna-Maid-7B-v0.2,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Prima-LelantaclesV4-7b-16k-bf16,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Prima-LelantaclesV5-7b,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Prima-LelantaclesV7-experimental-7b,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/Prodigy_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/RPMix-4x7B-MoE,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/RP_Vision_7B,ChaoticNeutrals,586,584,9586,True,
ChaoticNeutrals/This_is_fine_7B,ChaoticNeutrals,586,584,9586,True,
Charlie911/MultiLoRA-llama2-mmlu,Charlie911,586,584,9586,True,
Charlie911/MultiLoRA-mmlu,Charlie911,586,584,9586,True,
Charlie911/MultiLora-drop-sharegpt,Charlie911,586,584,9586,True,
Charlie911/MultiLora-sharegpt,Charlie911,586,584,9586,True,
Charlie911/llama2-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-general-temporal-merged,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-mctaco,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified1,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified2,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-mixed-datasets,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-mixed-datasets-time-unit,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-mmlu-merged,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-temporal-without-mctaco-1,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-timedial,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-timedial-unit-080082,Charlie911,586,584,9586,True,
Charlie911/vicuna-7b-v1.5-lora-timedial-unit-080091,Charlie911,586,584,9586,True,
Charlie911/vicuna-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,Charlie911,586,584,9586,True,
Charlie911/zephyr-7b-beta-MultiLoRA-mmlu-merged,Charlie911,586,584,9586,True,
Charlie911/zephyr-7b-beta-lora-mmlu-merged,Charlie911,586,584,9586,True,
ChavyvAkvar/Cerebrum-RP,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/habib-DPO,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/habib-DPO-v2,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/habib-DPO-v3,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/habib-v2,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/habib-v3,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/habib-v4,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/llama-3-habib,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/llama-3-lumimaid-habib,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/llama-3-lumimaid-habib-v3,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/llama-3-lumimaid-habib-v5,ChavyvAkvar,586,584,9586,True,
ChavyvAkvar/llama-3-lumimaid-habib-v7,ChavyvAkvar,586,584,9586,True,
Cheng98/llama-39m,Cheng98,586,584,9586,True,
Chickaboo/Chicka-Mistral-3x7b,Chickaboo,586,584,9586,True,
Chickaboo/Chicka-Mistral-4x7b,Chickaboo,586,584,9586,True,
Chickaboo/Chicka-Mixtral-3x7b,Chickaboo,586,584,9586,True,
Chickaboo/ChickaQ,Chickaboo,586,584,9586,True,
Chickaboo/ChickaQ-V2-Large-Beta,Chickaboo,586,584,9586,True,
ChuckMcSneed/ArcaneEntanglement-model64-70b,ChuckMcSneed,586,584,9586,True,
ChuckMcSneed/Gembo-v1-70b,ChuckMcSneed,586,584,9586,True,
ChuckMcSneed/Gembo-v1.1-70b,ChuckMcSneed,586,584,9586,True,
ChuckMcSneed/PMaxxxer-v1-70b,ChuckMcSneed,586,584,9586,True,
ChuckMcSneed/SMaxxxer-v1-70b,ChuckMcSneed,586,584,9586,True,
ChuckMcSneed/WinterGoddess-1.4x-70b-32k,ChuckMcSneed,586,584,9586,True,
Clausss/QwenSailorMerge,Clausss,586,584,9586,True,
CobraMamba/mamba-gpt-3b,CobraMamba,586,586,9586,True,
CobraMamba/mamba-gpt-3b-v2,CobraMamba,586,584,9586,True,
CobraMamba/mamba-gpt-3b-v3,CobraMamba,586,584,9586,True,
CobraMamba/mamba-gpt-3b-v4,CobraMamba,586,584,9586,True,
CobraMamba/mamba-gpt-7b,CobraMamba,586,584,9586,True,
CobraMamba/mamba-gpt-7b-v1,CobraMamba,586,584,9586,True,
CobraMamba/mamba-gpt-7b-v2,CobraMamba,586,584,9586,True,
CohereForAI/aya-23-8B,CohereForAI,586,584,9586,True,
CohereForAI/c4ai-command-r-plus,CohereForAI,586,584,9586,True,
CohereForAI/c4ai-command-r-v01,CohereForAI,586,584,9586,True,
Columbia-NLP/gemma-2b-zephyr-dpo,Columbia-NLP,586,584,9586,True,
Columbia-NLP/gemma-2b-zephyr-sft,Columbia-NLP,586,584,9586,True,
Community-LM/llava-v1.5-13b-hf,Community-LM,586,584,9586,True,
Contamination/contaminated_proof_7b_v1.0_safetensor,Contamination,586,584,9586,True,
ContextualAI/Contextual_KTO_Mistral_PairRM,ContextualAI,586,584,9586,True,
ContextualAI/archangel_sft-kto_llama13b,ContextualAI,586,584,9586,True,
ConvexAI/BurningBruce-003,ConvexAI,586,584,9586,True,
ConvexAI/BurningBruce-004,ConvexAI,586,584,9586,True,
ConvexAI/BurningBruce-005,ConvexAI,586,584,9586,True,
ConvexAI/Chop-7b,ConvexAI,586,584,9586,True,
ConvexAI/Harmony-4x7B-bf16,ConvexAI,586,584,9586,True,
ConvexAI/Julianne-2x7B-bf16,ConvexAI,586,584,9586,True,
ConvexAI/Luminex-34B-v0.1,ConvexAI,586,584,9586,True,
ConvexAI/Luminex-34B-v0.2,ConvexAI,586,584,9586,True,
ConvexAI/Luminex-72B-v0.1,ConvexAI,586,584,9586,True,
ConvexAI/Metabird-7B,ConvexAI,586,584,9586,True,
ConvexAI/Pelican-9b-v0.1,ConvexAI,586,584,9586,True,
ConvexAI/Seraphim-8x10.7B-bf16,ConvexAI,586,584,9586,True,
ConvexAI/Solutus-3x7B,ConvexAI,586,584,9586,True,
CoolWP/llama-2-13b-guanaco-fp16,CoolWP,586,584,9586,True,
Corianas/1.3b,Corianas,586,584,9586,True,
Corianas/111m,Corianas,586,586,9586,True,
Corianas/DPO-miniguanaco-1.5T,Corianas,586,584,9586,True,
Corianas/NearalMistral-2x7B,Corianas,586,584,9586,True,
Corianas/Neural-Mistral-7B,Corianas,586,584,9586,True,
Corianas/Quokka_1.3b,Corianas,586,586,9586,True,
Corianas/Quokka_2.7b,Corianas,586,586,9586,True,
Corianas/Quokka_590m,Corianas,586,584,9586,True,
Corianas/gpt-j-6B-Dolly,Corianas,586,586,9586,True,
CortexLM/btlm-v1-7b-base-v0.1,CortexLM,586,584,9586,True,
CorticalStack/crown-clown-7b-slerp,CorticalStack,586,584,9586,True,
CorticalStack/gemma-7b-ultrachat-sft,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-alpaca-sft,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-distilabel-truthy-dpo,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-dolphin-sft,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-jondurbin-truthy-dpo,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-metamathqa-sft,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-openhermes-2.5-sft,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-openhermes-sft,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-slimorca-sft,CorticalStack,586,584,9586,True,
CorticalStack/mistral-7b-tak-stack-dpo,CorticalStack,586,584,9586,True,
CorticalStack/neurotic-crown-clown-7b-tak-stack-dpo,CorticalStack,586,584,9586,True,
CorticalStack/neurotic-crown-clown-7b-ties,CorticalStack,586,584,9586,True,
CorticalStack/pastiche-crown-clown-7b-dare,CorticalStack,586,584,9586,True,
CorticalStack/pastiche-crown-clown-7b-dare-dpo,CorticalStack,586,584,9586,True,
CorticalStack/pikus-pikantny-7B-dare,CorticalStack,586,584,9586,True,
CorticalStack/shadow-clown-7B-dare,CorticalStack,586,584,9586,True,
CorticalStack/shadow-clown-7B-slerp,CorticalStack,586,584,9586,True,
CorticalStack/travel-mistral-7B-16b-base,CorticalStack,586,584,9586,True,
CoruNethron/neu-sai-it1,CoruNethron,586,584,9586,True,
Cran-May/Test2_SLIDE,Cran-May,586,584,9586,True,
CreitinGameplays/ConvAI-9b,CreitinGameplays,586,584,9586,True,
CreitinGameplays/ConvAI-9b-v2,CreitinGameplays,586,584,9586,True,
CreitinGameplays/bloom-3b-conversational,CreitinGameplays,586,584,9586,True,
CultriX/AlphaCeption-7B-v1,CultriX,586,584,9586,True,
CultriX/CombinaTrix-7B,CultriX,586,584,9586,True,
CultriX/CultriX-MoE-BF16,CultriX,586,584,9586,True,
CultriX/CultriX-MoE-Model,CultriX,586,584,9586,True,
CultriX/MergeCeption-7B-v3,CultriX,586,584,9586,True,
CultriX/MergeTrix-7B,CultriX,586,584,9586,True,
CultriX/MergeTrix-7B-v2,CultriX,586,584,9586,True,
CultriX/MistralTrix-SLERP,CultriX,586,584,9586,True,
CultriX/MistralTrix-v1,CultriX,586,584,9586,True,
CultriX/MistralTrixTest,CultriX,586,584,9586,True,
CultriX/MoNeuTrix-7B-v1,CultriX,586,584,9586,True,
CultriX/MonaCeption-7B-SLERP-DPO,CultriX,586,584,9586,True,
CultriX/MonaTrix-7B-DPOv2,CultriX,586,584,9586,True,
CultriX/MonaTrix-v4,CultriX,586,584,9586,True,
CultriX/MonaTrix-v4-7B-DPO,CultriX,586,584,9586,True,
CultriX/MonaTrix-v6,CultriX,586,584,9586,True,
CultriX/NeuralCeptrix-7B-SLERP,CultriX,586,584,9586,True,
CultriX/NeuralMona_MoE-4x7B,CultriX,586,584,9586,True,
CultriX/NeuralTrix-7B-dpo,CultriX,586,584,9586,True,
CultriX/NeuralTrix-7B-v1,CultriX,586,584,9586,True,
CultriX/NeuralTrix-bf16,CultriX,586,584,9586,True,
CultriX/NeuralTrixlaser-bf16,CultriX,586,584,9586,True,
CultriX/OmniTrixAI,CultriX,586,584,9586,True,
CultriX/SevereNeuralBeagleTrix-7B,CultriX,586,584,9586,True,
CultriX/Wernicke-7B-dpo,CultriX,586,584,9586,True,
CultriX/Wernicke-7B-v1,CultriX,586,584,9586,True,
CultriX/Wernicke-7B-v8,CultriX,586,584,9586,True,
CultriX/Wernicke-7B-v9,CultriX,586,584,9586,True,
DAMO-NLP-SG/CLEX-Mixtral-8x7B-Chat-32K,DAMO-NLP-SG,586,584,9586,True,
DBCMLAB/Llama-3-instruction-constructionsafety-layertuning,DBCMLAB,586,584,9586,True,
DUAL-GPO-2/phi-2-gpo-renew2-b0.001-extra-v2-i1,DUAL-GPO-2,586,584,9586,True,
DUAL-GPO-2/phi-2-gpo-renew2-b0.001-v2-i1,DUAL-GPO-2,586,584,9586,True,
DUAL-GPO-2/phi-2-gpo-renew2-i0,DUAL-GPO-2,586,584,9586,True,
DUAL-GPO-2/phi-2-ipo-renew1,DUAL-GPO-2,586,584,9586,True,
DUAL-GPO-2/phi-2-ipo-test-iter-0,DUAL-GPO-2,586,584,9586,True,
DUAL-GPO-2/zephyr-7b-gpo-v6-i1,DUAL-GPO-2,586,584,9586,True,
